text	lemma	ending	clitic	partofspeech	form	prob	freq
lõuna-ameerika	Lõuna-Ameerika	0		H	sg n	0.5	2
elatud	elatud	0		A		0.75	3
elatud	elama	tud		V	tud	0.25	1
elatud	elatud	d		A	pl n	0.0	0
elatud	elatuma	d		V	d	0.0	0
elatud	elatud	0		A	sg n	0.0	0
uueküla	Uueküla	0		H	sg n	1.0	4
väljendunud	väljendunud	0		A		1.0	4
väljendunud	väljenduma	nud		V	nud	0.0	0
väljendunud	väljendunud	0		A	sg n	0.0	0
väljendunud	väljendunud	d		A	pl n	0.0	0
põhja-jäämere	Põhja-Jäämeri	0		H	sg g	1.0	4
põhja-jäämere	Põhja-Jäämere	0		H	sg g	0.0	0
kinkinud	kinkima	nud		V	nud	1.0	4
kinkinud	kinkinud	0		A		0.0	0
kinkinud	kinkinud	0		A	sg n	0.0	0
kinkinud	kinkinud	d		A	pl n	0.0	0
kepleri	Kepler	0		H	sg g	1.0	4
kepleri	Kepleri	0		H	sg g	0.0	0
aruküla	Aruküla	0		H	sg g	1.0	4
koordineeritud	koordineeritud	0		A		0.75	3
koordineeritud	koordineerima	tud		V	tud	0.25	1
koordineeritud	koordineeritud	0		A	sg n	0.0	0
koordineeritud	koordineeritud	d		A	pl n	0.0	0
lennanud	lendama	nud		V	nud	0.75	3
lennanud	lennanud	0		A		0.25	1
lennanud	lennanud	0		A	sg n	0.0	0
lennanud	lennanud	d		A	pl n	0.0	0
väikesele	väike	le		A	sg all	1.0	4
väikesele	väikene	le		A	sg all	0.0	0
ravitud	ravitud	0		A		1.0	4
ravitud	ravitud	d		A	pl n	0.0	0
ravitud	ravima	tud		V	tud	0.0	0
ravitud	ravitud	0		A	sg n	0.0	0
väldanud	väldanud	0		A		0.75	3
väldanud	vältama	nud		V	nud	0.25	1
väldanud	väldanud	0		A	sg n	0.0	0
väldanud	väldanud	d		A	pl n	0.0	0
puhastatud	puhastatud	0		A		1.0	4
puhastatud	puhastama	tud		V	tud	0.0	0
puhastatud	puhastatud	0		A	sg n	0.0	0
puhastatud	puhastatud	d		A	pl n	0.0	0
gromiti	Gromit	0		H	sg g	1.0	4
gromiti	Gromiti	0		H	sg g	0.0	0
gromiti	Gromitt	0		H	sg g	0.0	0
esindatud	esindama	tud		V	tud	0.75	3
esindatud	esindatud	0		A		0.25	1
esindatud	esindatud	0		A	sg n	0.0	0
esindatud	esindatud	d		A	pl n	0.0	0
tõmmanud	tõmbama	nud		V	nud	1.0	4
tõmmanud	tõmmanud	d		A	pl n	0.0	0
tõmmanud	tõmmanud	0		A	sg n	0.0	0
tõmmanud	tõmmanud	0		A		0.0	0
loobunud	loobuma	nud		V	nud	0.75	3
loobunud	loobunud	0		A		0.25	1
loobunud	loobunud	0		A	sg n	0.0	0
loobunud	loobunud	d		A	pl n	0.0	0
veerpalu	Veerpalu	0		H	sg g	1.0	4
pisikesed	pisike	d		A	pl n	1.0	4
pisikesed	pisikene	d		A	pl n	0.0	0
koodil	kood	l		S	sg ad	1.0	4
koodil	koot	l		S	sg ad	0.0	0
käitunud	käituma	nud		V	nud	0.75	3
käitunud	käitunud	0		A		0.25	1
käitunud	käitunud	0		A	sg n	0.0	0
käitunud	käitunud	d		A	pl n	0.0	0
väljaots	Väljaots	0		H	sg n	1.0	4
alused	alus	d		S	pl n	1.0	4
alused	alune	d		S	pl n	0.0	0
ida-virumaale	Ida-Virumaa	le		H	sg all	1.0	4
kaitses	kaitsma	s		V	s	1.0	4
kaitses	kaitsema	s		V	s	0.0	0
väitnud	väitma	nud		V	nud	1.0	4
väitnud	väitnud	d		A	pl n	0.0	0
väitnud	väitnud	0		A	sg n	0.0	0
väitnud	väitnud	0		A		0.0	0
millelt	mis	lt		P	sg abl	0.5	2
millelt	mis	lt		P	pl abl	0.5	2
mäesepp	Mäesepp	0		H	sg n	1.0	4
väikesel	väike	l		A	sg ad	1.0	4
väikesel	väikene	l		A	sg ad	0.0	0
õnnistatud	õnnistama	tud		V	tud	0.75	3
õnnistatud	õnnistatud	0		A		0.25	1
õnnistatud	õnnistatud	d		A	pl n	0.0	0
õnnistatud	õnnistatud	0		A	sg n	0.0	0
arvestatud	arvestama	tud		V	tud	1.0	4
arvestatud	arvestatud	d		A	pl n	0.0	0
arvestatud	arvestatud	0		A		0.0	0
arvestatud	arvestatud	0		A	sg n	0.0	0
küber-jugoslaavia	Küber-Jugoslaavia	0		H	sg n	1.0	4
kõrgenenud	kõrgenema	nud		V	nud	0.6667	2
kõrgenenud	kõrgenenud	0		A	sg n	0.3333	1
kõrgenenud	kõrgenenud	d		A	pl n	0.0	0
kõrgenenud	kõrgenenud	0		A		0.0	0
standardile	standard	le		S	sg all	1.0	3
standardile	standart	le		S	sg all	0.0	0
wassenaari	Wassenaar	0		H	sg g	1.0	3
wassenaari	Wassenaari	0		H	sg g	0.0	0
milosevici	Milosevic	0		H	sg g	1.0	3
milosevici	Milosevici	0		H	sg g	0.0	0
landerilt	Lander	lt		H	sg abl	1.0	3
landerilt	Landeri	lt		H	sg abl	0.0	0
jõutud	jõudma	tud		V	tud	1.0	3
jõutud	jõutud	0		A		0.0	0
jõutud	jõutud	d		A	pl n	0.0	0
jõutud	jõutud	0		A	sg n	0.0	0
sätestatud	sätestatud	0		A		1.0	3
sätestatud	sätestatud	0		A	sg n	0.0	0
sätestatud	sätestatud	d		A	pl n	0.0	0
sätestatud	sätestama	tud		V	tud	0.0	0
ühena	üks	na		P	sg es	0.6667	2
ühena	üks	na		N	sg es	0.3333	1
kasvatatud	kasvatatud	0		A		0.6667	2
kasvatatud	kasvatama	tud		V	tud	0.3333	1
kasvatatud	kasvatatud	d		A	pl n	0.0	0
kasvatatud	kasvatatud	0		A	sg n	0.0	0
lahendatud	lahendama	tud		V	tud	0.6667	2
lahendatud	lahendatud	0		A		0.3333	1
lahendatud	lahendatud	0		A	sg n	0.0	0
lahendatud	lahendatud	d		A	pl n	0.0	0
väidetud	väitma	tud		V	tud	0.6667	2
väidetud	väidetud	0		A		0.3333	1
väidetud	väidetud	d		A	pl n	0.0	0
väidetud	väidetud	0		A	sg n	0.0	0
esinenud	esinema	nud		V	nud	0.6667	2
esinenud	esinenud	0		A		0.3333	1
esinenud	esinenud	0		A	sg n	0.0	0
esinenud	esinenud	d		A	pl n	0.0	0
võidetud	võidetud	0		A		0.6667	2
võidetud	võitma	tud		V	tud	0.3333	1
võidetud	võidetud	0		A	sg n	0.0	0
võidetud	võidetud	d		A	pl n	0.0	0
makstud	maksma	tud		V	tud	0.6667	2
makstud	makstud	0		A		0.3333	1
makstud	makstud	d		A	pl n	0.0	0
makstud	makstud	0		A	sg n	0.0	0
rebase	Rebane	0		H	sg g	1.0	3
rebase	Rebas	0		H	sg g	0.0	0
sadama	Sadam	0		H	sg g	1.0	3
sadama	Sadama	0		H	sg g	0.0	0
vallandatud	vallandatud	0		A		0.6667	2
vallandatud	vallandama	tud		V	tud	0.3333	1
vallandatud	vallandatud	d		A	pl n	0.0	0
vallandatud	vallandatud	0		A	sg n	0.0	0
milleks	mis	ks		P	pl tr	0.6667	2
milleks	mis	ks		P	sg tr	0.3333	1
säilitama	säilitama	ma		V	ma	1.0	3
säilitama	säilima	tama		V	tama	0.0	0
iseloomustanud	iseloomustama	nud		V	nud	0.6667	2
iseloomustanud	iseloomustanud	0		A		0.3333	1
iseloomustanud	iseloomustanud	0		A	sg n	0.0	0
iseloomustanud	iseloomustanud	d		A	pl n	0.0	0
kohalt	koht	lt		S	sg abl	1.0	3
kohalt	koha	lt		S	sg abl	0.0	0
tunnistanud	tunnistama	nud		V	nud	1.0	3
tunnistanud	tunnistanud	d		A	pl n	0.0	0
tunnistanud	tunnistanud	0		A		0.0	0
tunnistanud	tunnistanud	0		A	sg n	0.0	0
kasvatama	kasvatama	ma		V	ma	1.0	3
kasvatama	kasvama	tama		V	tama	0.0	0
naernud	naerma	nud		V	nud	1.0	3
naernud	naernud	0		A		0.0	0
naernud	naernud	d		A	pl n	0.0	0
naernud	naernud	0		A	sg n	0.0	0
rebenenud	rebenenud	0		A		1.0	3
rebenenud	rebenema	nud		V	nud	0.0	0
rebenenud	rebenenud	0		A	sg n	0.0	0
rebenenud	rebenenud	d		A	pl n	0.0	0
võimaldanud	võimaldama	nud		V	nud	1.0	3
võimaldanud	võimaldanud	0		A		0.0	0
võimaldanud	võimaldanud	0		A	sg n	0.0	0
võimaldanud	võimaldanud	d		A	pl n	0.0	0
märgistatud	märgistatud	0		A		1.0	3
märgistatud	märgistatud	d		A	pl n	0.0	0
märgistatud	märgistama	tud		V	tud	0.0	0
märgistatud	märgistatud	0		A	sg n	0.0	0
panustanud	panustama	nud		V	nud	1.0	3
panustanud	panustanud	0		A		0.0	0
panustanud	panustanud	0		A	sg n	0.0	0
panustanud	panustanud	d		A	pl n	0.0	0
kujundanud	kujundama	nud		V	nud	0.6667	2
kujundanud	kujundanud	0		A		0.3333	1
kujundanud	kujundanud	0		A	sg n	0.0	0
kujundanud	kujundanud	d		A	pl n	0.0	0
kaitsnud	kaitsma	nud		V	nud	0.6667	2
kaitsnud	kaitsnud	0		A		0.3333	1
kaitsnud	kaitsnud	d		A	pl n	0.0	0
kaitsnud	kaitsnud	0		A	sg n	0.0	0
toetanud	toetama	nud		V	nud	1.0	3
toetanud	toetanud	d		A	pl n	0.0	0
toetanud	toetanud	0		A		0.0	0
toetanud	toetanud	0		A	sg n	0.0	0
kaalutud	kaalutud	0		A		0.6667	2
kaalutud	kaaluma	tud		V	tud	0.3333	1
kaalutud	kaalutud	d		A	pl n	0.0	0
kaalutud	kaalutu	d		A	pl n	0.0	0
kaalutud	kaalutud	0		A	sg n	0.0	0
paigaldatud	paigaldatud	0		A		0.6667	2
paigaldatud	paigaldama	tud		V	tud	0.3333	1
paigaldatud	paigaldatud	0		A	sg n	0.0	0
paigaldatud	paigaldatud	d		A	pl n	0.0	0
keskendunud	keskendunud	0		A		0.6667	2
keskendunud	keskenduma	nud		V	nud	0.3333	1
keskendunud	keskendunud	0		A	sg n	0.0	0
keskendunud	keskendunud	d		A	pl n	0.0	0
armunud	armuma	nud		V	nud	0.6667	2
armunud	armunud	0		A		0.3333	1
armunud	armunud	0		A	sg n	0.0	0
armunud	armunud	d		A	pl n	0.0	0
bismarcki	Bismarck	0		H	sg g	1.0	3
bismarcki	Bismarcki	0		H	sg g	0.0	0
ennustatud	ennustama	tud		V	tud	0.6667	2
ennustatud	ennustatud	0		A		0.3333	1
ennustatud	ennustatud	d		A	pl n	0.0	0
ennustatud	ennustatud	0		A	sg n	0.0	0
eelistanud	eelistama	nud		V	nud	1.0	3
eelistanud	eelistanud	d		A	pl n	0.0	0
eelistanud	eelistanud	0		A	sg n	0.0	0
eelistanud	eelistanud	0		A		0.0	0
mindud	minema	dud		V	tud	1.0	3
mindud	mindud	0		A	sg n	0.0	0
mindud	mindud	0		A		0.0	0
mindud	mindud	d		A	pl n	0.0	0
uustulnukad	uustulnukas	d		S	pl n	0.6667	2
uustulnukad	uustulnuk	d		S	pl n	0.3333	1
registreerinud	registreerima	nud		V	nud	1.0	3
registreerinud	registreerinud	0		A		0.0	0
registreerinud	registreerinud	0		A	sg n	0.0	0
registreerinud	registreerinud	d		A	pl n	0.0	0
taandunud	taanduma	nud		V	nud	1.0	3
taandunud	taandunud	d		A	pl n	0.0	0
taandunud	taandunud	0		A		0.0	0
taandunud	taandunud	0		A	sg n	0.0	0
eeltoodud	eeltoodud	0		A		1.0	3
eeltoodud	eeltoodud	d		A	pl n	0.0	0
eeltoodud	eeltoodud	0		A	sg n	0.0	0
määratletud	määratlema	tud		V	tud	0.6667	2
määratletud	määratletud	0		A		0.3333	1
määratletud	määratletud	d		A	pl n	0.0	0
määratletud	määratletud	0		A	sg n	0.0	0
viinud	viima	nud		V	nud	1.0	3
viinud	viinud	0		A	sg n	0.0	0
viinud	viinud	0		A		0.0	0
viinud	viinud	d		A	pl n	0.0	0
hürdeni	Hürden	0		H	sg g	1.0	3
hürdeni	Hürdeni	0		H	sg g	0.0	0
levicomi	Levicom	0		H	sg g	1.0	3
levicomi	Levicomi	0		H	sg g	0.0	0
soo	sugu	0		S	sg g	1.0	3
soo	soo	0		S	sg g	0.0	0
taklimakani	Taklimakan	0		H	sg g	1.0	3
taklimakani	Taklimakani	0		H	sg g	0.0	0
paltsi	Palts	0		H	sg g	1.0	3
paltsi	Paltsi	0		H	sg g	0.0	0
ühelegi	üks	le	gi	P	sg all	1.0	3
ühelegi	üks	le	gi	N	sg all	0.0	0
ebaõnnestunud	ebaõnnestunud	0		A		0.6667	2
ebaõnnestunud	ebaõnnestuma	nud		V	nud	0.3333	1
ebaõnnestunud	ebaõnnestunud	0		A	sg n	0.0	0
ebaõnnestunud	ebaõnnestunud	d		A	pl n	0.0	0
allasurutud	allasurutud	0		A		0.6667	2
allasurutud	allasurutud	0		A	sg n	0.3333	1
allasurutud	allasurutud	d		A	pl n	0.0	0
reisi	reis	0		S	sg p	1.0	3
reisi	reis	i		S	pl p	0.0	0
tapnud	tapma	nud		V	nud	0.6667	2
tapnud	tapnud	0		A		0.3333	1
tapnud	tapnud	d		A	pl n	0.0	0
tapnud	tapnud	0		A	sg n	0.0	0
kadriorus	Kadriorg	s		H	sg in	1.0	3
kadriorus	Kadrioru	s		H	sg in	0.0	0
kiidetud	kiitma	tud		V	tud	0.6667	2
kiidetud	kiidetud	0		A		0.3333	1
kiidetud	kiidetud	0		A	sg n	0.0	0
kiidetud	kiidetud	d		A	pl n	0.0	0
ohustatud	ohustatud	0		A		1.0	3
ohustatud	ohustatud	0		A	sg n	0.0	0
ohustatud	ohustama	tud		V	tud	0.0	0
ohustatud	ohustatud	d		A	pl n	0.0	0
valmistanud	valmistama	nud		V	nud	1.0	3
valmistanud	valmistanud	0		A	sg n	0.0	0
valmistanud	valmistanud	0		A		0.0	0
valmistanud	valmistanud	d		A	pl n	0.0	0
põhja-eesti	Põhja-Eesti	0		H	sg g	1.0	3
põhja-eesti	Põhja-Eest	0		H	sg g	0.0	0
kohastunud	kohastuma	nud		V	nud	1.0	3
kohastunud	kohastunud	d		A	pl n	0.0	0
kohastunud	kohastunud	0		A	sg n	0.0	0
kohastunud	kohastunud	0		A		0.0	0
mahajäetud	mahajäetud	d		A	pl n	0.6667	2
mahajäetud	mahajäetud	0		A		0.3333	1
mahajäetud	mahajäetud	0		A	sg n	0.0	0
väljatöötatud	väljatöötatud	0		A		1.0	3
väljatöötatud	väljatöötatud	0		A	sg n	0.0	0
väljatöötatud	väljatöötatud	d		A	pl n	0.0	0
konstrueeritud	konstrueeritud	0		A		0.6667	2
konstrueeritud	konstrueerima	tud		V	tud	0.3333	1
konstrueeritud	konstrueeritud	0		A	sg n	0.0	0
konstrueeritud	konstrueeritud	d		A	pl n	0.0	0
lülitatud	lülitama	tud		V	tud	1.0	3
lülitatud	lülitatud	d		A	pl n	0.0	0
lülitatud	lülitatud	0		A		0.0	0
lülitatud	lülitatud	0		A	sg n	0.0	0
peatunud	peatuma	nud		V	nud	1.0	3
peatunud	peatunud	0		A		0.0	0
peatunud	peatunud	0		A	sg n	0.0	0
peatunud	peatunud	d		A	pl n	0.0	0
teo	tegu	0		S	sg g	1.0	3
teo	tigu	0		S	sg g	0.0	0
osutunud	osutuma	nud		V	nud	1.0	3
osutunud	osutunud	d		A	pl n	0.0	0
osutunud	osutunud	0		A		0.0	0
osutunud	osutunud	0		A	sg n	0.0	0
kõndinud	kõndima	nud		V	nud	0.6667	2
kõndinud	kõndinud	0		A		0.3333	1
kõndinud	kõndinud	0		A	sg n	0.0	0
kõndinud	kõndinud	d		A	pl n	0.0	0
laenatud	laenatud	0		A		1.0	3
laenatud	laenatud	0		A	sg n	0.0	0
laenatud	laenatud	d		A	pl n	0.0	0
laenatud	laenama	tud		V	tud	0.0	0
vaiklad	Vaikla	d		H	pl n	1.0	3
vaiklad	Vaiklad	0		H	sg n	0.0	0
soovinud	soovima	nud		V	nud	1.0	3
soovinud	soovinud	d		A	pl n	0.0	0
soovinud	soovinud	0		A	sg n	0.0	0
soovinud	soovinud	0		A		0.0	0
maalitud	maalitud	0		A		1.0	3
maalitud	maalitud	0		A	sg n	0.0	0
maalitud	maalitud	d		A	pl n	0.0	0
maalitud	maalima	tud		V	tud	0.0	0
asendunud	asenduma	nud		V	nud	1.0	3
asendunud	asendunud	0		A		0.0	0
asendunud	asendunud	d		A	pl n	0.0	0
asendunud	asendunud	0		A	sg n	0.0	0
ehitanud	ehitama	nud		V	nud	1.0	3
ehitanud	ehitanud	0		A	sg n	0.0	0
ehitanud	ehitanud	0		A		0.0	0
ehitanud	ehitanud	d		A	pl n	0.0	0
surunud	suruma	nud		V	nud	1.0	3
surunud	surunud	d		A	pl n	0.0	0
surunud	surunud	0		A		0.0	0
surunud	surunud	0		A	sg n	0.0	0
eelmainitud	eelmainitud	0		A		1.0	3
eelmainitud	eelmainitud	0		A	sg n	0.0	0
eelmainitud	eelmainitud	d		A	pl n	0.0	0
lvivis	Lviv	s		H	sg in	1.0	3
lvivis	Lvivi	s		H	sg in	0.0	0
michelini	Michelin	0		H	sg g	1.0	3
michelini	Michelini	0		H	sg g	0.0	0
esietendunud	esietendunud	0		A		1.0	3
esietendunud	esietendunud	0		A	sg n	0.0	0
esietendunud	esietendunud	d		A	pl n	0.0	0
esietendunud	esietenduma	nud		V	nud	0.0	0
kinnimakstud	kinnimakstud	0		A		1.0	3
kinnimakstud	kinnimakstud	0		A	sg n	0.0	0
kinnimakstud	kinnimakstud	d		A	pl n	0.0	0
sadanud	sadama	nud		V	nud	0.6667	2
sadanud	sadanud	0		A		0.3333	1
sadanud	sadanud	d		A	pl n	0.0	0
sadanud	sadanud	0		A	sg n	0.0	0
joonud	jooma	nud		V	nud	1.0	3
joonud	joonud	d		A	pl n	0.0	0
joonud	joonud	0		A		0.0	0
joonud	joonud	0		A	sg n	0.0	0
ütelnud	ütlema	nud		V	nud	1.0	3
ütelnud	ütelnud	d		A	pl n	0.0	0
ütelnud	ütelnud	0		A	sg n	0.0	0
ütelnud	ütelnud	0		A		0.0	0
tardunud	tardunud	0		A		0.6667	2
tardunud	tarduma	nud		V	nud	0.3333	1
tardunud	tardunud	0		A	sg n	0.0	0
tardunud	tardunud	d		A	pl n	0.0	0
levitatud	levitatud	0		A		0.6667	2
levitatud	levitama	tud		V	tud	0.3333	1
levitatud	levitatud	d		A	pl n	0.0	0
levitatud	levitatud	0		A	sg n	0.0	0
kvalifitseeritud	kvalifitseeritud	0		A		1.0	3
kvalifitseeritud	kvalifitseeritud	d		A	pl n	0.0	0
kvalifitseeritud	kvalifitseerima	tud		V	tud	0.0	0
kvalifitseeritud	kvalifitseeritud	0		A	sg n	0.0	0
kellelt	kes	lt		P	sg abl	1.0	3
kellelt	kes	lt		P	pl abl	0.0	0
kraadile	kraad	le		S	sg all	1.0	3
kraadile	kraat	le		S	sg all	0.0	0
kohanenud	kohanema	nud		V	nud	1.0	3
kohanenud	kohanenud	0		A	sg n	0.0	0
kohanenud	kohanenud	0		A		0.0	0
kohanenud	kohanenud	d		A	pl n	0.0	0
stressinkontinentsi	stressinkontinents	0		S	sg g	1.0	3
stressinkontinentsi	stressinkontinentsi	0		S	sg g	0.0	0
pugenud	pugema	nud		V	nud	1.0	3
pugenud	pugenud	0		A		0.0	0
pugenud	pugenud	0		A	sg n	0.0	0
pugenud	pugenud	d		A	pl n	0.0	0
omandatud	omandatud	0		A		0.6667	2
omandatud	omandama	tud		V	tud	0.3333	1
omandatud	omandatud	d		A	pl n	0.0	0
omandatud	omandatud	0		A	sg n	0.0	0
tikitud	tikitud	0		A		1.0	3
tikitud	tikitud	d		A	pl n	0.0	0
tikitud	tikkima	tud		V	tud	0.0	0
tikitud	tikitud	0		A	sg n	0.0	0
nesiritiidiga	nesiritiid	ga		S	sg kom	1.0	3
nesiritiidiga	nesiritiit	ga		S	sg kom	0.0	0
nordeni	Norden	0		H	sg g	1.0	3
nordeni	Nordeni	0		H	sg g	0.0	0
ladestunud	ladestunud	0		A		1.0	3
ladestunud	ladestunud	d		A	pl n	0.0	0
ladestunud	ladestuma	nud		V	nud	0.0	0
ladestunud	ladestunud	0		A	sg n	0.0	0
ööbinud	ööbima	nud		V	nud	1.0	3
ööbinud	ööbinud	d		A	pl n	0.0	0
ööbinud	ööbinud	0		A	sg n	0.0	0
ööbinud	ööbinud	0		A		0.0	0
lõhutud	lõhutud	0		A		0.6667	2
lõhutud	lõhkuma	tud		V	tud	0.3333	1
lõhutud	lõhutud	d		A	pl n	0.0	0
lõhutud	lõhutud	0		A	sg n	0.0	0
sademete	sade	te		S	pl g	0.6667	2
sademete	sademed	te		S	pl g	0.3333	1
teistesse	teine	tesse		P	pl ill	1.0	3
teistesse	teine	tesse		O	pl ill	0.0	0
ihaldatud	ihaldatud	0		A		1.0	3
ihaldatud	ihaldatud	d		A	pl n	0.0	0
ihaldatud	ihaldama	tud		V	tud	0.0	0
ihaldatud	ihaldatud	0		A	sg n	0.0	0
amortiseerunud	amortiseerunud	0		A		1.0	3
amortiseerunud	amortiseeruma	nud		V	nud	0.0	0
amortiseerunud	amortiseerunud	0		A	sg n	0.0	0
amortiseerunud	amortiseerunud	d		A	pl n	0.0	0
teisega	teine	ga		P	sg kom	1.0	3
teisega	teine	ga		O	sg kom	0.0	0
kraadi	kraad	0		S	sg g	1.0	3
kraadi	kraat	0		S	sg g	0.0	0
mandri	mander	0		S	sg g	0.6667	2
mandri	manner	0		S	sg g	0.3333	1
swedbanki	Swedbank	0		H	sg g	1.0	3
swedbanki	Swedbanki	0		H	sg g	0.0	0
lapsepõlves	lapsepõlv	s		S	sg in	1.0	3
lapsepõlves	lapsepõli	s		S	sg in	0.0	0
dodi	Dodi	0		H	sg g	1.0	3
dodi	Dod	0		H	sg g	0.0	0
rääsunud	rääsunud	0		A		1.0	3
rääsunud	rääsuma	nud		V	nud	0.0	0
rääsunud	rääsunud	0		A	sg n	0.0	0
rääsunud	rääsunud	d		A	pl n	0.0	0
tagastatud	tagastatud	0		A		0.6667	2
tagastatud	tagastama	tud		V	tud	0.3333	1
tagastatud	tagastatud	0		A	sg n	0.0	0
tagastatud	tagastatud	d		A	pl n	0.0	0
puud	puu	d		S	pl n	1.0	3
puud	puud	0		S	sg n	0.0	0
täitunud	täituma	nud		V	nud	0.6667	2
täitunud	täitunud	0		A		0.3333	1
täitunud	täitunud	0		A	sg n	0.0	0
täitunud	täitunud	d		A	pl n	0.0	0
hoiatanud	hoiatama	nud		V	nud	1.0	3
hoiatanud	hoiatanud	d		A	pl n	0.0	0
hoiatanud	hoiatanud	0		A	sg n	0.0	0
hoiatanud	hoiatanud	0		A		0.0	0
investeeritud	investeeritud	0		A		0.6667	2
investeeritud	investeerima	tud		V	tud	0.3333	1
investeeritud	investeeritud	d		A	pl n	0.0	0
investeeritud	investeeritud	0		A	sg n	0.0	0
nesiritiidil	nesiritiid	l		S	sg ad	1.0	3
nesiritiidil	nesiritiit	l		S	sg ad	0.0	0
luitunud	luitunud	0		A		1.0	3
luitunud	luitunud	0		A	sg n	0.0	0
luitunud	luitunud	d		A	pl n	0.0	0
luitunud	luituma	nud		V	nud	0.0	0
suletud	suletud	0		A		0.6667	2
suletud	sulgema	tud		V	tud	0.3333	1
suletud	suletud	0		A	sg n	0.0	0
suletud	suletud	d		A	pl n	0.0	0
aluseid	alus	id		S	pl p	1.0	3
aluseid	alune	id		S	pl p	0.0	0
natukese	natuke	0		S	sg g	1.0	3
natukese	natukene	0		S	sg g	0.0	0
üldlevinud	üldlevinud	0		A		1.0	3
üldlevinud	üldlevinud	d		A	pl n	0.0	0
üldlevinud	üldlevinud	0		A	sg n	0.0	0
arvutatud	arvutatud	0		A		0.6667	2
arvutatud	arvutama	tud		V	tud	0.3333	1
arvutatud	arvutatud	0		A	sg n	0.0	0
arvutatud	arvutatud	d		A	pl n	0.0	0
üldistatud	üldistatud	0		A		1.0	3
üldistatud	üldistama	tud		V	tud	0.0	0
üldistatud	üldistatud	d		A	pl n	0.0	0
üldistatud	üldistatud	0		A	sg n	0.0	0
kiiruga	kiir	ga		S	sg kom	1.0	3
kiiruga	kiird	ga		S	sg kom	0.0	0
põlved	põlv	d		S	pl n	1.0	3
põlved	põli	d		S	pl n	0.0	0
kuklasse	kukal	sse		S	sg ill	0.6667	2
kuklasse	kuklane	se		S	adt	0.3333	1
maist	mai	st		S	sg el	1.0	3
maist	maa	ist		S	pl el	0.0	0
köetud	köetud	0		A		0.6667	2
köetud	kütma	tud		V	tud	0.3333	1
köetud	küdema	tud		V	tud	0.0	0
köetud	köetud	d		A	pl n	0.0	0
köetud	köetud	0		A	sg n	0.0	0
ehmunud	ehmunud	0		A		1.0	3
ehmunud	ehmunud	d		A	pl n	0.0	0
ehmunud	ehmunud	0		A	sg n	0.0	0
ehmunud	ehmuma	nud		V	nud	0.0	0
ida-euroopas	Ida-Euroopa	s		H	sg in	1.0	3
ida-euroopas	Ida-Euroobas	s		H	sg in	0.0	0
neugrundi	Neugrund	0		H	sg g	1.0	3
neugrundi	Neugrunt	0		H	sg g	0.0	0
neugrundi	Neugrundi	0		H	sg g	0.0	0
fondid	fond	d		S	pl n	1.0	3
fondid	font	d		S	pl n	0.0	0
kulutatud	kulutama	tud		V	tud	0.6667	2
kulutatud	kulutatud	0		A		0.3333	1
kulutatud	kulutatud	0		A	sg n	0.0	0
kulutatud	kulutatud	d		A	pl n	0.0	0
tuletatud	tuletama	tud		V	tud	1.0	3
tuletatud	tuletatud	0		A	sg n	0.0	0
tuletatud	tuletatud	0		A		0.0	0
tuletatud	tuletatud	d		A	pl n	0.0	0
alustel	alus	tel		S	pl ad	1.0	3
alustel	alune	tel		S	pl ad	0.0	0
arvutisse	arvuti	sse		S	sg ill	1.0	3
arvutisse	arvutis	se		S	adt	0.0	0
millesse	mis	sse		P	pl ill	0.6667	2
millesse	mis	sse		P	sg ill	0.3333	1
kombineeritud	kombineeritud	0		A		0.6667	2
kombineeritud	kombineerima	tud		V	tud	0.3333	1
kombineeritud	kombineeritud	d		A	pl n	0.0	0
kombineeritud	kombineeritud	0		A	sg n	0.0	0
taastatud	taastama	tud		V	tud	0.6667	2
taastatud	taastatud	0		A		0.3333	1
taastatud	taastatud	d		A	pl n	0.0	0
taastatud	taastatud	0		A	sg n	0.0	0
töödeldud	töötlema	dud		V	tud	0.6667	2
töödeldud	töödeldud	0		A		0.3333	1
töödeldud	töödeldud	0		A	sg n	0.0	0
töödeldud	töödeldud	d		A	pl n	0.0	0
postimehe	Postimees	0		H	sg g	1.0	3
postimehe	Postimehe	0		H	sg g	0.0	0
ilmnenud	ilmnema	nud		V	nud	0.6667	2
ilmnenud	ilmnenud	0		A		0.3333	1
ilmnenud	ilmnenud	0		A	sg n	0.0	0
ilmnenud	ilmnenud	d		A	pl n	0.0	0
levitama	levitama	ma		V	ma	1.0	3
levitama	levima	tama		V	tama	0.0	0
tõestatud	tõestama	tud		V	tud	0.6667	2
tõestatud	tõestatud	0		A		0.3333	1
tõestatud	tõestatud	d		A	pl n	0.0	0
tõestatud	tõestatud	0		A	sg n	0.0	0
rebitud	rebitud	0		A		1.0	3
rebitud	rebitud	0		A	sg n	0.0	0
rebitud	rebitud	d		A	pl n	0.0	0
rebitud	rebima	tud		V	tud	0.0	0
veetnud	veetma	nud		V	nud	1.0	3
veetnud	veetnud	d		A	pl n	0.0	0
veetnud	veetnud	0		A	sg n	0.0	0
veetnud	veetnud	0		A		0.0	0
kahjuks	kahju	ks		S	sg tr	1.0	3
kahjuks	kahi	ks		S	sg tr	0.0	0
lõin	lööma	in		V	sin	0.6667	2
lõin	looma	in		V	sin	0.3333	1
selgitatud	selgitama	tud		V	tud	1.0	3
